2024-06-09 15:38:54,5.4,20.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:38:55,15.5,20.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:38:56,14.8,20.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:38:57,57.4,19.6,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:38:58,43.2,17.8,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:38:59,26.3,17.5,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:00,90.7,18.5,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:01,68.3,18.8,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:02,19.3,18.9,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:03,41.5,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:04,27.5,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:05,9.0,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:06,6.4,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:07,6.5,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:09,3.9,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:10,4.9,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:11,5.6,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:12,8.5,19.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:13,22.3,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:14,16.1,19.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:15,22.3,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:16,6.4,19.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:17,0.8,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:18,2.8,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:19,2.6,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:20,1.0,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:21,8.4,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:22,4.7,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:23,1.3,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:24,15.5,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:25,18.6,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:26,30.4,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:27,0.8,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:28,1.5,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:29,4.1,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:30,1.6,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:31,2.6,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:32,3.4,19.4,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:33,3.1,19.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:35,12.6,19.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:36,18.8,19.3,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:37,27.9,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:38,7.2,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:39,1.8,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:40,0.8,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:41,3.2,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:42,1.6,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:43,4.1,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:44,0.8,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:45,5.2,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:46,15.2,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:47,19.4,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:48,33.2,19.2,38.3
timestamp,cpu_percent,uso_memoria_percent,uso_disco_percent
2024-06-09 15:39:49,9.6,19.2,38.3
